id_hh,전력소비량,주택면적,(더미)주택종류,(더미)준공연도,외벽수,거주층수,방수,(더미)전월년 동월 전기요금 확인,가구원수,(더미)월평균소득,도시여부
HH18310155,2735,75.9,3,4,3,6,3,2,2,2,3
HH18310156,4675,99,3,4,3,20,3,1,2,1,3
HH18310157,1904,89.1,2,3,3,1,3,1,5,2,3
HH12310059,2070,112.2,1,4,6,1,3,,1,3,3
HH18310090,3865,105.6,3,5,3,6,3,,2,3,3
HH18310139,3696,82.5,3,4,2,8,3,2,3,3,3
HH18310140,2312,99,1,4,6,1,3,,1,1,3
HH18310051,3405,89.1,1,6,6,1,2,,2,1,3
HH18310088,1697,59.4,1,4,6,1,3,,2,1,3
HH18310114,3659,108.9,3,6,2,10,3,1,2,3,3
HH13310020,5908,161.7,3,6,3,6,4,2,4,3,3
HH13310019,2530,128.7,3,6,3,14,3,2,3,4,3
HH18310011,4727,79.2,3,6,3,3,3,1,1,2,3
HH18310013,2166,112.2,3,6,2,12,3,,4,2,3
HH18310143,4670,79.2,3,5,3,13,3,,2,2,3
HH18310097,3961,105.6,3,5,2,11,3,3,3,3,3
HH18310113,4275,105.6,3,5,2,3,3,,2,2,3
HH18310100,3997,105.6,3,5,3,5,3,,3,2,3
HH18310107,3470,105.6,3,5,3,7,3,,2,2,3
HH18310109,3841,79.2,3,5,2,11,3,,3,2,3
HH18310064,2720,82.5,3,5,3,7,3,3,4,3,3
HH18310158,3411,79.2,3,5,2,6,3,,4,3,3
HH18310106,2135,105.6,3,5,3,11,3,2,2,2,3
HH18310159,3033,79.2,3,6,2,8,3,,2,3,3
HH18310145,5378,79.2,3,5,3,8,3,,3,3,3
HH17310131,3879,105.6,3,4,2,5,3,2,2,1,3
HH17310132,3749,105.6,3,4,2,5,3,3,4,1,3
HH18310021,3173,66,1,4,6,1,2,,2,2,3
HH18310024,4221,105.6,3,5,2,6,3,2,3,3,3
HH17310133,2010,112.2,3,4,2,4,3,,2,2,3
HH17310134,6808,122.1,1,4,5,1,3,4,2,2,3
HH18310160,15592,99,1,3,6,1,3,1,3,3,3
HH13310001,1651,99,1,4,6,1,3,2,4,3,3
HH18310161,7598,99,1,6,6,1,3,4,2,2,3
HH15320010,3445,89.1,1,1,6,1,3,,3,1,3
HH15320011,1545,82.5,1,4,6,1,2,,2,1,3
HH16320004,3101,59.4,1,3,6,1,1,,1,1,3
HH15320015,3686,82.5,1,3,4,2,4,1,4,1,3
HH11320025,2412,42.9,3,3,4,3,2,,1,1,3
HH11320028,2617,49.5,3,1,2,1,2,1,2,2,3
HH11320030,2537,56.1,3,3,3,1,3,,1,1,3
HH11320031,2560,56.1,3,3,2,2,3,,1,1,3
HH14320002,2617,49.5,3,3,2,3,2,2,2,1,3
HH17320003,2560,56.1,2,5,4,2,3,2,2,1,3
HH17320004,4900,99,1,4,6,1,4,,2,3,3
HH17320005,2560,56.1,2,4,3,1,2,,1,1,3
HH17320007,3250,79.2,2,6,3,1,3,2,3,2,3
HH15320012,1837,102.3,3,4,6,5,3,4,2,2,3
HH17320008,1231,56.1,3,3,3,3,2,,1,1,3
HH17320009,1420,56.1,3,3,3,3,3,,1,1,3
HH18320012,2960,85.8,1,3,6,1,3,,1,1,3
HH18320001,2560,56.1,3,3,4,3,2,,1,1,3
HH18320003,3003,66,2,4,3,2,2,,2,1,3
HH18320005,2560,56.1,3,3,3,3,3,,2,1,3
HH18320035,2560,56.1,3,3,4,1,3,1,2,1,3
HH18320013,4625,79.2,3,4,2,1,3,1,2,1,3
HH18320011,4241,99,1,4,4,2,4,3,2,1,3
HH18320015,3400,59.4,1,4,4,1,3,2,1,1,3
HH12320033,3506,56.1,3,4,4,2,2,,1,3,3
HH12320036,4192,155.1,3,6,3,13,4,1,2,1,3
HH12320038,4582,148.5,3,5,2,6,4,2,3,3,3
HH15320007,3209,82.5,2,3,4,4,3,3,4,1,3
HH12320043,15685,99,1,4,4,1,4,2,4,3,3
HH17320010,3686,115.5,3,3,2,6,3,3,2,4,3
HH17320011,4192,155.1,3,5,2,9,4,3,3,2,3
HH17320013,3364,125.4,3,4,3,12,3,1,2,1,3
HH15320003,3400,108.9,3,5,3,10,3,1,5,2,3
HH17320016,1697,82.5,3,5,2,14,1,1,3,1,3
HH18320004,22723,217.8,1,5,4,1,4,1,4,4,3
HH18320007,3209,82.5,1,3,4,1,4,1,3,2,3
HH18320009,3213,75.9,3,5,3,8,3,2,4,3,3
HH18320044,3236,75.9,1,5,6,1,2,1,1,2,3
HH18320045,3250,79.2,3,5,3,5,3,3,5,3,3
HH18320006,16098,66,1,2,6,1,2,,2,1,3
HH18320014,3395,132,1,5,6,1,3,1,1,1,3
HH18320016,3817,108.9,3,5,3,14,3,1,2,2,3
HH18320017,3130,72.6,1,3,6,1,3,,3,2,3
HH18320020,2413,59.4,1,3,6,1,2,3,1,1,3
HH18320021,3209,82.5,1,6,6,1,3,1,2,1,3
HH18320023,3107,82.5,1,1,6,1,3,1,1,1,3
HH18320025,3003,66,1,1,6,1,3,,2,1,3
HH18320026,4397,82.5,1,4,6,1,2,,2,1,3
HH11320002,2617,49.5,1,4,6,1,2,1,2,1,3
HH12320004,3666,105.6,3,4,2,3,3,2,2,1,3
HH12320008,4010,108.9,3,6,2,6,3,2,4,2,3
HH17320023,4032,141.9,1,3,4,1,5,1,3,3,3
HH17320024,3209,82.5,1,3,4,2,3,,4,2,3
HH17320025,4077,92.4,2,4,4,4,4,3,3,4,3
HH17320034,5431,211.2,1,3,5,1,3,2,2,3,3
HH17320035,2150,89.1,1,5,6,1,3,1,2,2,3
HH18320028,2220,82.5,1,3,4,1,3,1,3,3,3
HH18320030,5431,211.2,1,3,5,1,4,2,2,2,3
HH18320032,2558,52.8,1,3,5,2,2,1,2,2,3
HH18320034,3995,69.3,3,4,2,6,3,1,4,2,3
HH18320037,3166,69.3,3,3,2,1,2,,2,1,3
HH18320038,2544,79.2,2,3,2,2,3,2,3,3,3
HH18320039,2917,82.5,1,6,5,1,3,1,3,2,3
HH18320040,13525,82.5,1,4,6,1,3,1,3,3,3
HH18320041,3310,102.3,1,6,4,1,3,1,4,2,3
HH18320042,3250,79.2,3,4,2,17,3,4,2,4,3
HH11320011,2660,82.5,2,3,3,1,3,1,1,1,3
HH17320037,3209,82.5,2,3,3,2,3,1,2,1,3
HH17320039,3209,82.5,2,3,3,3,3,2,2,3,3
HH17320040,2960,85.8,2,3,3,3,3,,4,1,3
HH18320002,3209,82.5,2,3,3,2,3,3,1,1,3
HH18320043,2940,82.5,2,4,3,1,3,1,2,1,3
HH18320046,3003,66,3,4,2,15,2,2,2,2,3
HH18320047,3003,66,3,4,2,12,2,2,2,3,3
HH18320048,1713,66,3,5,3,12,2,2,5,2,3
HH18320049,3003,66,3,4,2,15,2,,4,2,3
HH18320050,3003,66,3,4,2,15,3,2,2,2,3
HH11320015,2836,99,1,3,4,2,3,2,5,4,3
HH17320046,3209,82.5,1,5,4,1,3,2,1,1,3
HH17320047,3250,79.2,1,3,6,1,3,2,1,3,3
HH12320023,3209,82.5,1,2,4,2,4,1,4,3,3
HH12320024,2383,46.2,1,1,6,1,3,,3,3,3
HH18320029,3130,72.6,2,5,6,1,3,1,3,3,3
HH15320020,2960,85.8,1,4,6,1,3,1,1,2,3
HH15320025,3003,66,1,6,6,1,2,,1,1,3
HH17320049,3209,82.5,2,5,3,1,3,,1,1,3
HH17320050,3686,115.5,3,6,3,6,4,1,4,3,3
HH17320051,3445,89.1,1,5,6,1,3,1,3,2,3
HH18320018,3583,112.2,3,5,3,3,3,1,2,2,3
HH18320019,4393,112.2,3,5,2,9,3,1,3,3,3
HH18320051,3583,112.2,3,5,2,10,3,1,4,2,3
HH18320022,33099,132,1,6,6,2,3,1,2,2,3
HH12320048,4638,224.4,1,5,6,1,3,1,2,1,3
HH12320050,15555,99,1,4,6,1,3,1,2,1,3
HH18320031,10872,82.5,1,4,6,1,2,1,4,2,3
HH18320010,3394,99,1,4,6,1,2,1,2,3,3
HH12320027,3003,66,1,6,6,1,2,1,1,1,3
HH16320001,2882,59.4,1,4,6,1,2,1,1,1,3
HH12320030,3209,82.5,1,4,6,1,3,,1,1,3
HH16320002,3209,82.5,1,2,6,1,2,3,1,1,3
HH18320033,2617,49.5,1,2,6,1,1,1,1,1,3
HH18320036,10872,82.5,1,4,6,1,3,1,2,2,3
HH17320053,3003,66,3,4,2,2,3,3,1,2,3
HH18320008,1561,66,3,4,2,5,3,2,1,3,3
HH18320052,2368,66,2,4,2,1,3,3,4,3,3
HH17320054,14792,99,1,5,6,1,3,,1,1,3
HH12320011,3003,66,1,6,6,1,2,1,2,2,3
HH12320012,16532,99,1,2,5,0,2,1,1,1,3
HH12320013,3130,72.6,1,4,5,0,2,,1,1,3
HH12320014,2558,52.8,1,4,4,1,2,2,3,3,3
HH11320016,3736,89.1,1,6,6,1,3,1,2,1,3
HH11320017,3628,89.1,1,4,6,1,3,2,2,2,3
HH12320026,3067,92.4,1,3,6,1,4,2,2,1,3
HH11320018,4360,82.5,1,4,6,1,3,2,2,2,3
HH11320019,15555,99,1,4,4,2,3,1,2,2,3
HH11320021,3209,82.5,1,3,6,1,4,2,1,1,3
HH11320023,2617,49.5,1,1,6,1,1,,2,1,3
HH17320055,10872,82.5,1,4,6,1,3,,1,1,3
HH18320024,15054,92.4,1,4,6,1,3,2,2,1,3
HH18320027,2735,62.7,1,1,6,1,4,,2,1,3
HH11330015,3555,75.9,1,4,5,1,3,3,2,1,3
HH11330016,32131,128.7,1,5,6,1,4,3,1,1,3
HH11330017,15555,99,1,1,6,1,3,3,2,2,3
HH11330018,15481,92.4,1,5,6,1,4,3,1,1,3
HH11330019,1995,85.8,2,4,6,1,4,3,2,1,3
HH13330024,3748,99,1,2,6,1,2,4,2,1,3
HH11330020,3364,125.4,1,4,6,1,4,3,2,1,3
HH13330025,15516,99,1,5,5,1,3,3,2,1,3
HH13330026,3227,82.5,1,3,6,1,2,,1,1,3
HH13330027,2496,23.1,1,1,6,1,1,2,2,1,3
HH13330028,10183,112.2,1,5,6,1,3,3,2,1,3
HH13330029,4005,99,1,4,6,1,3,3,2,1,3
HH13330030,3207,95.7,1,4,6,1,3,3,3,1,3
HH14330006,1968,79.2,3,5,3,2,3,3,3,2,3
HH14330007,1370,79.2,3,5,5,5,3,3,1,1,3
HH12330029,4504,79.2,3,5,4,9,3,2,3,3,3
HH13330034,2171,66,3,4,4,2,2,3,2,1,3
HH13330035,2554,66,3,4,4,4,2,3,2,2,3
HH16330024,3302,82.5,1,5,6,1,2,3,1,1,3
HH12330028,2717,99,1,4,6,1,2,,3,2,3
HH17330001,2617,49.5,2,3,3,3,2,3,2,1,3
HH12330016,2171,66,3,4,6,6,2,3,3,2,3
HH17330004,2199,39.6,3,3,2,3,2,3,1,1,3
HH17330005,1435,66,3,4,6,3,2,,3,3,3
HH13330031,2543,66,3,4,6,10,2,2,2,1,3
HH17330021,18836,99,1,5,6,1,3,3,2,1,3
HH18330002,5013,112.2,3,6,3,6,3,2,2,3,3
HH18330003,2924,79.2,3,5,6,3,3,3,1,2,3
HH18330006,2051,66,3,4,6,4,2,3,1,1,3
HH18330004,2985,79.2,3,4,2,9,3,,1,2,3
HH14330001,1580,62.7,3,4,4,2,2,2,4,2,3
HH14330003,2412,42.9,3,3,6,2,2,3,1,1,3
HH18330001,1681,85.8,3,4,4,6,2,3,1,1,3
HH12330008,2882,59.4,2,4,5,1,2,2,5,2,3
HH12330009,2882,59.4,2,4,4,3,2,2,3,2,3
HH12330010,2882,59.4,2,2,4,3,2,,1,1,3
HH13330007,3003,66,2,4,5,1,2,2,2,1,3
HH12330011,2882,59.4,2,4,5,1,2,2,2,2,3
HH16330006,15660,95.7,1,2,6,1,3,2,2,1,3
HH16330007,1815,66,1,3,6,1,3,,2,1,3
HH11330010,15017,92.4,1,1,6,1,3,2,2,2,3
HH11330011,32131,128.7,1,3,6,1,3,2,2,2,3
HH16330008,24345,115.5,1,5,6,1,3,1,2,2,3
HH13330008,14659,85.8,1,4,6,1,3,1,5,3,3
HH17330007,544,82.5,1,3,6,1,2,2,3,3,3
HH17330008,4546,75.9,3,4,2,8,3,1,3,4,3
HH11330012,1955,85.8,1,3,6,1,3,2,2,1,3
HH16330009,863,92.4,2,4,5,4,3,1,3,3,3
HH16330010,2882,59.4,1,2,6,1,3,3,2,1,3
HH14330004,1814,33,3,5,4,14,1,,1,1,3
HH12330013,2024,33,2,3,4,2,1,,1,1,3
HH16330012,479,23.1,2,5,3,1,1,,1,1,3
HH15330003,2383,82.5,3,5,3,10,3,,1,1,3
HH16330014,3714,82.5,3,5,2,5,3,1,1,2,3
HH16330015,3378,79.2,3,5,3,9,3,1,2,2,3
HH13330010,3095,36.3,3,4,2,2,2,,4,1,3
HH15330004,2638,36.3,3,4,2,1,2,2,1,1,3
HH13330011,3209,82.5,3,4,3,12,3,1,3,2,3
HH17330009,17749,99,1,5,3,3,3,2,3,2,3
HH17330011,3250,79.2,1,3,6,1,3,,5,4,3
HH17330012,4192,155.1,1,3,6,1,3,2,1,1,3
HH12330012,2174,23.1,1,5,2,1,1,3,1,1,3
HH17330013,479,23.1,1,5,6,1,1,,2,1,3
HH12330014,3209,82.5,3,5,2,10,3,,4,2,3
HH17330014,2561,99,1,3,5,1,3,2,1,1,3
HH18330005,22113,174.9,1,3,6,1,4,2,4,4,3
HH13330012,468,69.3,3,5,4,15,2,2,2,2,3
HH13330013,3166,69.3,3,5,4,18,2,2,2,1,3
HH13330014,841,75.9,3,5,5,1,2,3,4,2,3
HH16330019,846,75.9,3,5,4,1,3,1,2,1,3
HH16330020,2968,75.9,3,5,3,12,3,2,2,1,3
HH12330022,3213,75.9,3,5,3,15,2,2,2,1,3
HH12330023,5045,75.9,3,5,4,6,2,2,2,2,3
HH12330024,3583,112.2,2,6,5,4,3,2,3,2,3
HH13330015,1811,36.3,3,3,4,2,2,1,1,1,3
HH13330016,1811,36.3,3,3,4,2,2,1,1,1,3
HH16330021,3003,66,3,3,6,2,2,1,1,1,3
HH16330022,1811,36.3,3,3,2,3,1,1,1,1,3
HH17330015,1811,36.3,3,3,4,4,2,3,1,1,3
HH12330025,3130,72.6,1,4,6,1,2,2,3,2,3
HH13330019,4782,66,1,4,5,2,2,2,4,4,3
HH13330020,3385,99,1,3,5,2,3,2,2,1,3
HH12330026,13689,102.3,1,4,4,1,4,3,1,2,3
HH12330027,3364,125.4,1,3,5,1,3,3,3,1,3
HH13330022,2195,72.6,2,4,4,1,2,2,4,2,3
HH13330018,3003,66,1,3,4,3,3,,2,1,3
HH16330023,479,23.1,1,4,2,1,1,2,1,2,3
HH17330016,2960,85.8,2,6,4,4,3,1,4,4,3
HH12330017,3130,72.6,1,2,6,1,3,2,1,1,3
HH12330018,3209,82.5,1,2,6,1,3,2,2,2,3
HH12330019,3583,112.2,3,4,5,10,3,1,4,3,3
HH16330016,3310,102.3,3,4,4,1,3,1,3,2,3
HH16330017,3583,112.2,3,4,4,6,3,2,4,3,3
HH16330018,2943,112.2,3,4,3,6,3,2,3,3,3
HH12330020,3023,112.2,3,4,4,9,3,2,3,3,3
HH12330002,3198,95.7,1,1,6,1,3,3,3,2,3
HH12330003,3003,66,1,2,6,1,2,3,2,1,3
HH12330004,4430,99,2,1,4,2,3,3,3,2,3
HH12330005,495,52.8,3,4,2,14,2,3,1,3,3
HH12330006,4277,66,3,5,4,5,2,3,4,2,3
HH16330002,3203,66,3,5,6,8,2,3,4,1,3
HH13330004,1725,66,3,5,2,8,2,3,2,2,3
HH13330005,1852,52.8,3,5,4,9,2,3,3,1,3
HH16330003,15660,95.7,2,5,3,3,1,2,1,1,3
HH16330004,3446,99,1,3,6,1,3,2,2,1,3
HH11330009,3394,99,1,2,6,1,3,2,2,1,3
HH16330005,3250,79.2,1,5,3,2,3,,1,1,3
HH13330006,2504,79.2,1,3,4,2,3,2,2,1,3
HH12330007,14996,89.1,1,4,6,1,3,3,2,2,3
HH13330001,15054,92.4,1,4,6,1,3,3,2,1,3
HH11330001,3209,82.5,1,4,5,1,3,1,2,1,3
HH11330002,3445,89.1,1,5,6,1,4,2,1,1,3
HH13330002,4917,95.7,1,6,6,1,3,3,3,1,3
HH11330003,2882,59.4,1,1,6,1,2,,2,1,3
HH11330004,3213,75.9,1,4,6,1,3,3,4,2,3
HH11330005,2258,39.6,1,5,6,1,2,1,2,1,3
HH11330007,3213,75.9,1,3,6,1,3,3,3,2,3
HH17330018,3285,105.6,3,4,2,10,3,3,2,2,3
HH17330019,6010,99,1,3,6,1,3,,1,1,3
HH17330020,2617,49.5,1,2,6,1,2,,1,1,3
HH13340042,3213,75.9,2,4,5,1,3,1,5,2,3
HH16340017,3213,75.9,2,4,2,2,3,2,1,1,3
HH16340018,3250,79.2,3,3,2,2,2,3,5,2,3
HH16340019,3250,79.2,2,3,2,3,3,,2,2,3
HH16340021,3250,79.2,3,3,4,5,3,2,2,1,3
HH16340022,3198,95.7,3,3,2,2,3,2,2,1,3
HH16340023,2560,56.1,3,4,2,13,1,1,3,2,3
HH16340024,2560,56.1,3,4,2,2,1,1,3,2,3
HH16340025,2560,56.1,3,4,2,3,1,2,2,2,3
HH16340026,2560,56.1,3,4,2,3,1,1,1,3,3
HH16340029,3208,79.2,3,4,2,11,2,1,3,3,3
HH16340031,3250,79.2,3,4,2,3,2,1,2,3,3
HH16340032,3048,79.2,3,4,2,6,3,2,4,2,3
HH16340033,527,79.2,3,4,2,12,3,1,2,1,3
HH13340045,4545,75.9,1,6,6,1,2,3,2,2,3
HH16340028,2560,56.1,3,4,2,2,2,,3,2,3
HH17340001,3250,79.2,3,4,3,4,3,1,4,2,3
